Kentucky ,"15,693","14,859","14,346","14,022","13,858","14,220","13,941","13,548","12,090","11,326","10,429","9,895","9,819","9,286","8,544","7,842","6,771","6,144","5,067","4,768","4,617","4,581","3,872","3,863","3,463","3,550","3,279","3,523"
Louisiana,"34,553","33,642","33,634","33,448","32,988","31,798","30,048","27,397","25,218","23,771","22,768","21,354","19,874","19,092","17,824","16,559","15,573","14,702","13,673","13,280","13,051","12,279","10,514","9,071","8,586","7,382","7,083","6,514"
Maryland ,"21,572","22,039","22,153","21,774","21,429","21,187","20,511","20,098","20,011","19,471","18,962","18,278","17,987","17,055","15,962","14,762","13,109","12,518","12,179","11,942","12,059","11,629","10,710","8,633","7,502","7,638","7,722","7,900"
Mississippi,"17,867","17,892","19,522","18,812","17,709","16,126","14,753","12,792","12,338","11,510","9,994","9,068","8,190","8,196","7,665","7,321","6,915","6,411","6,267","5,934","5,728","5,280","5,180","4,354","3,684","3,322","2,532","2,527"
North Carolina ,"28,925","27,784","27,066","26,181","25,654","25,284","25,879","26,191","26,267","26,329","21,913","20,286","19,051","17,319","16,917","15,869","15,555","15,415","15,666","15,349","14,612","13,754","14,761","14,260","13,914","12,968","11,822","12,370"
Oklahoma,"20,613","20,169","20,464","20,490","20,787","20,077","18,801","18,489","17,653","16,336","15,024","14,827","13,421","12,104","11,214","10,633","9,717","8,945","9,021","7,823","7,400","7,031","6,174","5,006","4,549","4,073","4,010","3,902"
South Carolina ,"21,302","21,493","21,331","20,256","19,716","19,916","19,972","19,100","18,655","18,054","17,251","16,909","16,603","16,273","15,292","13,976","12,207","11,301","10,490","9,460","8,943","8,705","8,270","7,692","7,134","6,834","6,847","6,462"
Tennessee,"23,979","23,577","23,254","22,203","20,797","21,134","16,852","15,861","14,938","14,569","13,814","12,316","11,321","11,015","9,998","10,159","7,330","7,249","7,178","6,825","6,993","7,803","7,489","7,502","6,686","6,346","5,574","5,248"
Texas ,"146,209","145,511","141,189","142,672","146,374","144,550","134,178","130,051","122,450","119,831","109,356","85,064","58,056","49,186","47,846","41,953","38,789","37,279","36,789","35,938","34,987","33,789","34,472","30,050","28,671","25,355","23,570","21,520"
Virginia ,"32,858","32,386","32,332","29,422","27,658","27,185","26,910","25,936","25,458","25,616","25,243","21,438","19,842","18,630","16,502","15,502","13,355","12,453","12,081","11,275","10,239","9,490","9,377","8,698","8,306","7,933","7,575","6,892"
West Virginia ,"4,582","4,326","4,161","3,831","3,508","3,293","3,267","2,962","2,580","2,357","2,241","1,726","1,594","1,432","1,489","1,463","1,389","1,380","1,405","1,658","1,528","1,553","1,500","1,528","1,227","1,218","1,208","1,162"

West ,"266,868","260,784","254,860","247,584","245,845","241,463","234,258","224,792","211,237","194,540","180,185","170,113","156,904","147,226","139,905","127,118","112,769","101,604","92,107","80,799","72,511","66,700","60,057","50,748","43,115","40,373","37,755","34,527"
Alaska ,"2,458","2,456","2,428","2,073","2,031","2,192","2,383","2,415","2,196","1,927","1,828","2,581","1,860","1,778","1,772","1,814","1,796","1,688","1,597","1,476","1,251","1,033",843,684,562,511,468,511
Arizona,"28,561","27,308","25,803","24,502","23,623","22,374","22,374","20,938","20,108","18,963","17,812","16,167","14,889","13,945","12,964","11,975","10,892","9,978","8,574","7,894","7,290","6,432","5,769","4,963","4,141","3,561","3,270","3,042"
California,"154,051","152,385","150,374","147,758","149,815","149,691","146,519","142,428","133,447","123,454","114,161","108,828","99,494","92,837","88,264","78,911","69,379","61,104","54,512","45,804","39,623","36,275","32,124","26,681","22,177","20,233","18,703","16,667"
Colorado ,"18,393","17,935","17,267","16,073","15,500","14,457","13,242","12,512","11,593","10,350","10,047","8,920","8,470","7,939","7,238","6,513","5,488","4,565","3,627","3,238","3,091","3,108","2,923","2,689","2,540","2,577","2,408","2,252"
Hawaii,"3,736","3,733","3,413","3,265","3,175","3,343","3,311","3,080","2,651","2,352","2,216","2,187","2,082","1,655","1,616","1,666","1,432","1,444","1,442","1,348","1,273","1,022",874,738,610,519,467,384
Idaho,"5,728","5,146","5,154","5,443","5,042","4,443","3,762","3,648","3,561","3,116","2,639","2,458","2,131","2,022","1,841","1,738","1,497","1,359","1,387","1,293","1,203","1,147","1,013",932,792,796,772,746
Montana ,"3,404","3,201","2,978","2,965","2,799","2,688","2,486","2,350","2,109","1,887","1,671","1,474","1,465","1,405","1,349","1,264","1,214","1,160","1,069","1,090",929,877,885,804,713,692,665,557
Nevada,"10,402","9,663","9,627","9,392","9,217","8,682","8,908","8,329","7,713","7,183","6,552","5,821","5,611","5,370","4,916","4,674","4,539","4,153","4,326","3,512","3,260","3,024","2,634","2,030","1,739","1,475","1,274","1,084"
New Mexico ,"5,565","5,401","5,160","4,935","4,322","4,476","4,448","4,129","4,167","3,690","3,396","3,205","2,989","2,871","2,884","2,946","2,584","2,456","2,172","1,991","1,839","1,658","1,387","1,297","1,154","1,426","1,440","1,395"
Oregon ,"12,186","11,815","11,268","10,709","9,959","9,257","8,118","7,190","6,954","6,228","5,695","4,908","5,010","5,259","6,130","5,816","5,644","5,152","4,532","4,188","4,054","3,807","3,760","3,189","3,072","3,048","2,751","2,795"
Utah ,"5,414","5,266","5,118","4,951","5,180","4,837","4,124","4,070","3,766","3,286","2,898","2,749","2,563","2,486","2,349","2,261","1,857","1,764","1,678","1,560","1,446","1,213","1,153","1,085",901,924,872,776
Washington ,"15,200","14,778","14,700","13,969","13,658","13,452","13,143","12,290","11,607","10,815","10,135","9,753","9,341","8,617","7,560","6,597","5,567","5,911","6,381","6,689","6,567","6,416","6,018","5,124","4,209","4,137","4,251","3,934"
Wyoming,"1,770","1,697","1,570","1,549","1,524","1,571","1,440","1,413","1,365","1,289","1,135","1,062",999,"1,042","1,022",943,880,870,810,716,685,688,674,532,505,474,414,384

"Note:  Definitions of terms and notes pertaining to individual jurisdictions can be found in the most recent edition of ""Correctional Populations in the United States,"" which can be  located at www.ojp.usdoj.gov/bjs/pubalp2.htm#cpus",,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Sentenced prisoners includes only inmates with sentences of more than 1 year.
 --Responsibility for sentenced felons was transferred to the Federal Bureau of Prisons.
