,,,,,,,,,,,,,"                Personnel   51",
,,,,,,,,,,,,,,
"Table 5a. - continued",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Requirements for new officer recruits",,,,,,
,,"            Minimum educational requirement",,,,,,,,,,,,
,," 4-year",," 2-year",,,," High",,,,,,
,," college",," college",," Some",," school",,"  Residency",,"       Number of training hours required",,
"County","Name of agency"," degree",," degree",," college*",," diploma",,"  requirement",,"            Total","            Class","             Field"
,,,,,,,,,,,,,,
"FLORIDA (cont.)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Okaloosa","Okaloosa County Sheriff","-",,"-",,"-",,"X",,"C",,790,630,160
"Orange","Orange County Sheriff","-",,"-",,"-",,"X",,"-",,1120,560,560
"Orange","Orlando Police","-",,"-",,"-",,"X",,"S",,1335,735,600
"Osceola","Osceola County Sheriff","-",,"-",,"-",,"X",,"C",,680,40,640
"Palm Beach","Palm Beach County Sheriff","-",,"-",,"-",,"X",,"-",,1100,680,420
"Palm Beach","Boca Raton Police","-",,"-",,"-",,"X",,"-",,640,600,40
"Palm Beach","Boynton Beach Police","-",,"-",,"-",,"X",,"-",,440,80,360
"Palm Beach","Delray Beach Police","-",,"-",,"-",,"X",,"-",,1140,660,480
"Palm Beach","West Palm Beach Police","-",,"-",,"-",,"X",,"O",,1128,648,480
"Pasco","Pasco County Sheriff","-",,"-",,"-",,"X",,"C",,640,40,600
"Pinellas","Pinellas County Sheriff","-",,"-",,"-",,"X",,"C",,1282,722,560
"Pinellas","Clearwater Police","-",,"-",,"-",,"X",,"C",,1400,760,640
"Pinellas","Largo Police","-",,"X",,"-",,"-",,"-",,"                ---","                ---","                ---"
"Pinellas","St. Petersburg Police","-",,"-",,"-",,"X",,"O",,1280,720,560
"Polk","Polk County Sheriff","-",,"-",,"-",,"X",,"C",,592,32,560
"Polk","Lakeland Police","-",,"-",,"-",,"X",,"-",,1120,640,480
"St. John","St. John County Sheriff","-",,"-",,"-",,"X",,"C",,440,120,320
"St. Lucie","St. Lucie County Sheriff","-",,"-",,"-",,"X",,"O",,829,817,12
"St. Lucie","Fort Pierce Police","-",,"-",,"-",,"X",,"-",,1180,620,560
"Sarasota","Sarasota County Sheriff","-",,"-",,"X",,"-",,"C",,1330,650,680
"Sarasota","Sarasota Police","-",,"-",,"-",,"X",,"-",,1288,728,560
"Seminole","Seminole County Sheriff","-",,"-",,"-",,"X",,"-",,446,16,430
"Volusia","Volusia County Sheriff","-",,"-",,"-",,"X",,"-",,936,408,528
"Volusia","Daytona Beach Police","-",,"-",,"-",,"X",,"O",,760,200,560
,,,,,,,,,,,,,,
"GEORGIA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Bibb","Bibb County Sheriff","-",,"-",,"-",,"X",,"-",,240,240,0
"Bibb","Macon Police","-",,"-",,"-",,"X",,"O",,780,600,180
"Chatham","Chatham County Police","-",,"-",,"-",,"X",,"-",,280,280,0
"Chatham","Savannah Police","-",,"-",,"X",,"-",,"S",,800,280,520
"Clarke","Athens-Clarke County Police","-",,"-",,"-",,"X",,"-",,600,280,320
"Clayton","Clayton County Police","-",,"-",,"-",,"X",,"-",,1160,640,520
"Cobb","Cobb County Police","-",,"-",,"-",,"X",,"-",,1360,880,480
"Cobb","Cobb County Sheriff","-",,"-",,"-",,"X",,"-",,376,280,96
"Cobb","Marietta Police","-",,"-",,"-",,"X",,"-",,"                ---",280,"                ---"
"De Kalb","De Kalb County Police","-",,"-",,"-",,"X",,"-",,1040,640,400
"Dougherty","Albany Police","-",,"-",,"X",,"-",,"-",,760,280,480
"Fulton","Fulton County Police","-",,"X",,"-",,"-",,"-",,800,320,480
"Fulton","Atlanta Police","-",,"-",,"-",,"X",,"-",,980,740,240
"Gwinnett","Gwinnett County Police","-",,"-",,"-",,"X",,"-",,882,720,162
"Muscogee","Columbus Police","-",,"-",,"X",,"-",,"-",,1030,500,530
"Richmond","Richmond County Sheriff","-",,"-",,"-",,"X",,"-",,20,10,10
"Richmond","Augusta Police","-",,"-",,"-",,"X",,"O",,920,360,560
,,,,,,,,,,,,,,
"HAWAII",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Hawaii","Hawaii County Police","-",,"-",,"-",,"X",,"S",,1248,824,424
"Honolulu","Honolulu Police","-",,"-",,"-",,"X",,"S",,1768,1248,520
"Kauai","Kauai County Police","-",,"-",,"-",,"X",,"S",,1000,640,360
"Maui","Maui County Police","-",,"-",,"-",,"X",,"C",,1866,1386,480
,,,,,,,,,,,,,,
"IDAHO",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Ada","Boise Police","-",,"-",,"X",,"-",,"-",,940,300,640
,,,,,,,,,,,,,,
"ILLINOIS",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Cook","Cook County Police","-",,"-",,"-",,"X",,"-",,664,400,264
"Cook ","Cook County Forest Preserve ","-",,"-",,"-",,"X",,"-",,"                ---","                ---","                ---"
"Cook","Arlington Heights Police","-",,"-",,"-",,"X",,"-",,720,400,320
"Cook","Chicago Police","-",,"-",,"-",,"X",,"M",,1100,700,400
"Cook","Evanston Police","-",,"X",,"-",,"-",,"-",,880,400,480
"Cook","Oak Lawn Police","-",,"-",,"-",,"X",,"-",,1004,444,560
"Cook","Oak Park Police","-",,"X",,"-",,"-",,"-",,1099,427,672
"Cook","Schaumburg Police","-",,"X",,"-",,"-",,"-",,560,400,160
"Cook","Skokie Police","-",,"-",,"X",,"-",,"O",,809,529,280
"Du Page","Du Page County Sheriff","-",,"-",,"-",,"X",,"C",,800,400,400
"Du Page ","Naperville Police","-",,"X",,"-",,"-",,"-",,1160,400,760
"Kane","Aurora Police","-",,"-",,"-",,"X",,"-",,800,400,400
"Kane","Elgin Police","-",,"-",,"-",,"X",,"M",,880,400,480
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"52   Law Enforcement Management and Administrative Statistics, 1993",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Table 5a. - continued",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Requirements for new officer recruits",,,,,,
,,"            Minimum educational requirement",,,,,,,,,,,,
,," 4-year",," 2-year",,,," High",,,,,,
,," college",," college",," Some",," school",,"  Residency",,"       Number of training hours required",,
"County","Name of agency"," degree",," degree",," college*",," diploma",,"  requirement",,"            Total","            Class","             Field"
,,,,,,,,,,,,,,
"ILLINOIS (cont.)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Lake ","Lake County Sheriff","-",,"-",,"-",,"X",,"-",,480,0,480
"Lake","Waukegan Police","-",,"-",,"-",,"X",,"M",,800,400,400
"McHenry","McHenry County Sheriff","-",,"-",,"-",,"X",,"C",,160,160,0
"Macon","Decatur Police","-",,"-",,"X",,"-",,"M",,960,400,560
"Peoria","Peoria Police","-",,"-",,"-",,"X",,"M",,960,400,560
"Sangamon","Springfield Police","-",,"-",,"-",,"X",,"M",,1600,400,1200
"Will","Will County Sheriff","-",,"-",,"-",,"X",,"C",,800,400,400
"Will","Joliet Police","-",,"-",,"-",,"X",,"-",,1000,400,600
"Winnebago","Winnebago County Sheriff","-",,"-",,"-",,"X",,"C",,904,400,504
"Winnebago","Rockford Police","-",,"-",,"-",,"X",,"M",,1040,400,640
,,,,,,,,,,,,,,
"INDIANA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Allen","Fort Wayne Police","-",,"-",,"-",,"X",,"C",,1680,720,960
"Delaware","Muncie Police","-",,"-",,"-",,"X",,"C",,80,40,40
"Lake","Lake County Sheriff","-",,"-",,"-",,"X",,"C",,480,282,198
"Lake","East Chicago Police","-",,"-",,"-",,"X",,"C",,320,320,0
"Lake","Gary Police","-",,"-",,"-",,"X",,"M",,960,480,480
"Lake","Hammond Police","-",,"-",,"-",,"X",,"M",,616,56,560
"Madison","Anderson Police","-",,"-",,"-",,"X",,"C",,960,480,480
"Marion","Marion County Sheriff","-",,"-",,"-",,"X",,"C",,960,840,120
"Marion","Indianapolis Police","-",,"-",,"-",,"X",,"C",,1392,752,640
"St. Joseph","South Bend Police","-",,"-",,"-",,"X",,"C",,768,480,288
"Vanderburgh","Evansville Police","-",,"-",,"-",,"X",,"C",,1680,720,960
"Vigo","Terre Haute Police","-",,"-",,"-",,"X",,"C",,40,40,0
,,,,,,,,,,,,,,
"IOWA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Black Hawk","Waterloo Police","-",,"-",,"-",,"X",,"O",,880,400,480
"Linn","Cedar Rapids Police","-",,"-",,"-",,"X",,"S",,540,540,0
"Polk","Des Moines Police","-",,"-",,"-",,"X",,"O",,816,752,64
"Scott","Davenport Police","-",,"-",,"-",,"X",,"O",,960,400,560
"Woodbury","Sioux City Police","-",,"-",,"X",,"-",,"O",,1040,400,640
,,,,,,,,,,,,,,
"KANSAS",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Douglas","Lawrence Police","-",,"-",,"-",,"X",,"-",,1200,720,480
"Johnson","Overland Park Police","-",,"-",,"-",,"X",,"C",,700,500,200
"Sedgwick","Wichita Police","-",,"-",,"-",,"X",,"O",,1280,720,560
"Shawnee","Topeka Police","-",,"-",,"-",,"X",,"-",,960,480,480
