Iowa ,757,716,703,635,592,539,491,528,470,425,351,281,243,196,212,179,140,122,124,110,103,114,121,114,93,96,73,88
Kansas,620,629,537,497,504,570,523,476,476,449,344,275,322,293,284,246,277,276,297,273,235,205,160,145,113,82,98,90
Michigan,"2,113","2,198","2,267","2,149","2,131","2,027","2,052","2,056","1,920","1,842","2,021","1,798","1,842","1,734","1,688","1,586","1,333","1,183","1,018",814,683,660,624,630,634,628,621,538
Minnesota,544,435,455,383,368,355,288,258,234,217,237,192,188,173,159,159,128,115,97,91,79,67,73,56,65,77,76,75
Missouri,"2,507","2,239","2,274","2,124","1,993","1,891","1,880","1,663","1,464","1,174","1,042",920,919,821,777,718,630,629,453,381,345,310,394,265,236,203,182,158
Nebraska,369,323,352,342,266,251,249,222,225,211,176,169,173,169,145,143,97,95,85,70,73,58,81,62,56,63,83,90
North Dakota ,129,113,103,101,68,70,69,62,45,29,16,21,14,31,20,21,8,7,11,9,12,10,10,3,2,2,4,2
Ohio,"3,185","2,897","2,929","2,829","2,808","2,841","2,912","2,842","2,805","2,793","2,595","2,584","2,419","2,293","1,947","1,995","1,577","1,295","1,213","1,153","1,018",977,900,763,632,598,538,577
South Dakota ,292,269,227,220,200,189,203,169,141,134,103,88,79,80,77,81,46,53,49,41,32,41,43,29,18,24,18,26
Wisconsin,"1,387","1,405","1,356","1,303","1,367","1,383","1,199",988,645,502,412,387,336,348,348,303,282,299,285,251,227,213,197,169,154,145,147,136

South ,"44,666","43,057","41,801","39,135","39,652","37,425","33,262","31,661","30,080","27,366","26,341","22,803","17,343","16,745","15,366","14,189","11,440","10,528","10,204","8,987","8,559","8,051","7,849","6,671","5,759","5,422","5,261","5,028"
Alabama ,"1,748","2,003","1,697","1,783","1,826","1,668","1,461","1,360","1,357","1,295","1,214","1,131","1,101","1,055",955,845,752,732,616,562,521,481,476,318,265,243,257,223
Arkansas ,962,866,854,851,772,788,696,611,548,523,569,495,464,437,435,443,295,262,224,217,196,196,167,131,106,115,101,92
Delaware ,557,508,542,591,597,612,440,383,379,358,282,257,271,240,226,224,177,166,156,131,107,107,99,75,57,64,64,62
Dist. of Columbia ,- - ,- - ,- - ,- - ,356,276,359,407,461,494,687,687,720,754,606,587,372,350,249,228,206,227,179,116,70,74,80,50
Florida ,"5,660","5,165","4,595","4,282","4,105","3,820","3,526","3,419","3,302","3,660","3,064","2,699","2,599","2,638","2,664","2,551","2,011","1,681","1,635","1,304","1,150","1,180","1,246",994,839,829,864,879
Georgia ,"3,436","3,145","3,129","2,834","2,758","2,607","2,474","2,282","2,239","2,036","2,012","1,760","1,455","1,396","1,243","1,110",929,928,897,835,763,750,660,605,568,550,555,535
Kentucky ,"1,560","1,411","1,269","1,138","1,061","1,097","1,046","1,052",820,734,637,545,545,513,479,447,348,293,221,213,203,192,159,130,125,141,111,139
Louisiana ,"2,386","2,405","2,398","2,362","2,219","2,268","2,180","1,868","1,561","1,424","1,295","1,114","1,026",911,775,698,669,673,627,610,608,533,416,344,303,236,208,217
Maryland ,"1,180","1,248","1,264","1,207","1,219","1,113","1,140","1,108","1,055","1,079","1,039",976,954,931,877,728,516,457,444,411,441,409,366,304,229,222,244,248
Mississippi,"1,796","1,755","2,082","1,823","1,669","1,405","1,213",962,891,791,648,577,549,508,448,402,354,323,304,289,260,205,186,149,117,107,111,63
North Carolina ,"2,430","2,256","2,173","2,042","1,903","1,888","1,938","1,860","1,868","1,752","1,183","1,120",950,"1,021",945,843,783,808,830,747,702,589,696,637,616,564,534,531
Oklahoma,"2,361","2,320","2,338","2,290","2,394","2,316","2,091","2,053","1,940","1,815","1,607","1,582","1,400","1,236","1,071",975,731,694,687,507,472,449,326,275,247,177,176,192
South Carolina ,"1,562","1,576","1,671","1,509","1,420","1,447","1,412","1,302","1,202","1,045","1,022","1,105","1,127","1,045","1,053",929,799,661,601,501,437,426,405,361,327,316,302,310
Tennessee,"1,905","1,826","1,735","1,468","1,369","1,368",886,798,688,637,587,508,528,459,390,471,402,390,413,302,314,398,380,395,336,283,261,232
Texas,"13,958","13,487","13,051","12,369","13,622","12,502","10,332","10,300","9,933","7,935","8,839","6,949","2,411","2,491","2,196","2,069","1,648","1,542","1,745","1,594","1,695","1,470","1,677","1,452","1,221","1,167","1,005",919
Virginia ,"2,706","2,681","2,641","2,240","2,059","2,011","1,857","1,710","1,687","1,659","1,565","1,219","1,163","1,040",927,794,588,499,488,469,433,381,364,348,303,301,359,292
West Virginia ,459,405,362,346,303,239,211,186,149,129,91,79,80,70,76,73,66,69,67,67,51,58,47,37,30,33,29,44

West ,"22,563","21,364","19,909","18,891","19,657","19,322","18,688","17,491","16,318","14,439","12,850","11,541","10,596","9,925","9,874","9,149","7,563","6,469","5,533","4,727","3,903","3,432","2,897","2,446","2,209","2,148","2,067","1,902"
Alaska ,397,392,349,359,284,288,302,304,270,243,218,122,149,132,128,161,123,120,116,122,79,74,46,47,21,31,34,35
Arizona ,"2,765","2,656","2,428","2,168","1,964","1,855","1,780","1,560","1,515","1,432","1,273","1,037","1,001",939,835,780,714,609,486,397,363,323,281,237,219,176,181,187
California ,"11,188","10,656","9,987","9,921","11,161","11,368","11,527","10,914","10,107","9,082","8,245","7,581","6,747","6,302","6,502","6,000","4,893","4,152","3,564","2,910","2,305","2,020","1,653","1,427","1,316","1,232","1,147","1,047"
Colorado ,"1,900","1,736","1,566","1,375","1,333","1,213","1,070",949,845,713,670,542,527,453,433,395,277,243,177,148,140,136,119,81,69,81,67,72
Hawaii,699,685,669,616,561,553,430,518,385,312,257,206,197,167,171,172,172,158,136,148,107,109,75,49,31,47,37,19
Idaho ,647,591,592,541,493,399,321,263,271,212,172,148,125,121,120,112,84,76,61,51,50,40,31,25,25,34,30,28
Montana ,473,419,345,363,306,263,248,191,121,112,93,67,83,73,76,64,58,47,42,39,35,24,29,24,25,20,15,2
Nevada ,878,880,851,841,846,731,743,695,612,530,441,437,438,453,406,438,342,281,225,259,228,164,119,86,100,91,76,65
New Mexico ,581,576,518,517,511,460,315,374,378,278,191,206,184,160,193,164,150,137,143,126,85,71,83,90,57,47,67,62
Oregon ,985,883,812,661,596,584,523,450,571,465,379,340,339,409,362,340,347,305,238,188,170,145,140,103,100,120,122,113
Utah ,510,427,371,315,381,355,280,213,211,161,131,123,124,120,125,109,89,75,72,63,48,51,47,41,27,34,36,30
Washington ,"1,330","1,288","1,254","1,079","1,065","1,111","1,018",924,920,793,698,666,618,539,435,331,249,220,222,230,254,242,246,212,190,205,236,226
Wyoming ,210,175,167,135,156,142,131,136,112,106,82,66,64,57,88,83,65,46,51,46,39,33,28,24,29,30,19,16

"Note:  Definitions of terms and notes pertaining to individual jurisdictions can be found in ""Prisoners in 2004,"" which can be located at http://www.ojp.usdoj.gov/bjs/abstract/p04.htm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Sentenced prisoners includes only inmates with a sentence of more than 1 year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**U.S. total for 1996 is updated from previous sources. 
 --Responsibility for sentenced felons was transferred to the Federal Bureau of Prisons.
