South Dakota ,"3,095","3,026","2,898","2,790","2,616","2,506","2,422","2,242","2,063","1,871","1,708","1,553","1,487","1,374","1,341","1,256","1,020","1,133","1,081","1,049",921,826,791,693,635,562,532,546
Wisconsin,"22,966","22,604","22,133","21,495","20,754","20,415","18,613","16,280","12,991","11,199","10,022","8,781","8,191","7,854","7,465","6,788","6,353","6,143","5,736","5,425","4,974","4,845","4,714","4,385","3,980","3,677","3,432","3,347"

South ,"599,080","586,530","575,048","560,352","561,214","548,657","512,622","490,493","469,252","453,715","422,764","372,711","323,600","301,965","284,651","262,270","233,919","222,825","214,291","202,354","192,265","185,739","181,451","159,517","146,358","136,428","131,729","127,828"
Alabama,"25,887","27,913","27,947","26,741","26,332","24,658","22,676","22,290","21,760","20,718","19,573","18,624","17,453","16,760","15,665","13,907","12,610","12,827","11,710","11,015","10,482","9,856","9,233","7,657","6,543","5,464","5,625","5,547"
Arkansas,"13,807","13,315","13,091","12,594","11,915","11,415","10,638","10,021","9,407","8,910","8,957","8,625","8,285","7,766","7,322","6,649","5,519","5,441","4,701","4,611","4,482","4,246","3,922","3,328","2,911","3,042","2,654","2,542"
Delaware ,"6,927","6,794","6,778","7,003","6,921","6,983","5,558","5,435","5,110","4,836","4,466","4,210","4,062","3,717","3,471","3,458","3,197","2,982","2,833","2,553","2,202","2,198","2,068","1,712","1,474","1,419","1,325","1,230"
Dist. of Columbia/a,- -,- -,- -,- -,"7,456","8,652","9,829","9,353","9,376","9,800","10,949","10,845","10,875","10,455","9,947","9,954","8,831","7,645","6,618","6,404","4,521","4,344","4,081","3,479","3,145","2,973","2,864","2,804"
Florida,"85,533","82,012","75,210","72,404","71,319","69,596","67,224","64,626","63,763","63,879","57,163","53,048","48,302","46,533","44,387","39,999","34,732","32,445","32,237","28,600","26,914","26,334","27,830","23,589","20,735","19,748","21,436","19,646"
Georgia ,"51,104","47,208","47,445","45,937","44,232","42,091","39,262","36,505","35,139","34,266","33,425","27,783","25,290","23,743","22,411","20,885","18,787","18,575","16,922","16,262","15,404","15,358","14,405","12,444","12,178","12,106","11,317","12,012"
Kentucky ,"17,814","16,622","15,820","15,424","14,919","15,317","14,987","14,600","12,910","12,060","11,066","10,440","10,364","9,799","9,023","8,289","7,119","6,437","5,288","4,981","4,820","4,773","4,031","3,993","3,588","3,691","3,390","3,662"
Louisiana,"36,939","36,047","36,032","35,810","35,207","34,066","32,228","29,265","26,779","25,195","24,063","22,468","20,980","20,003","18,599","17,257","16,242","15,375","14,300","13,890","13,659","12,812","10,930","9,415","8,889","7,618","7,291","6,731"
Maryland ,"23,285","23,791","24,162","23,752","23,538","23,095","22,572","22,232","22,050","21,453","20,998","20,264","19,977","19,291","17,848","16,514","14,276","13,467","13,326","13,005","13,124","12,617","11,617","9,335","7,731","7,860","7,966","8,148"
Mississippi,"20,983","20,589","22,705","21,460","20,241","18,247","16,678","14,296","13,859","12,684","10,930","9,907","8,905","8,904","8,375","7,911","7,384","6,880","6,747","6,392","6,115","5,586","5,484","4,624","3,902","3,508","2,896","2,816"
North Carolina ,"35,434","33,560","32,832","32,253","31,266","31,123","31,961","31,612","30,647","29,253","23,648","21,892","20,454","18,903","18,411","17,454","17,078","17,218","17,698","17,344","16,371","15,395","16,569","15,770","15,513","14,255","13,252","14,250"
Oklahoma,"23,319","22,821","22,802","22,780","23,181","22,393","20,892","20,542","19,593","18,151","16,631","16,409","14,821","13,340","12,285","11,608","10,448","9,639","9,708","8,330","7,872","7,480","6,500","5,281","4,796","4,250","4,186","4,420"
South Carolina ,"23,428","23,719","23,715","22,576","21,778","22,008","22,115","21,173","20,446","19,611","18,999","18,704","18,643","18,269","17,319","15,720","13,888","12,664","11,676","10,510","9,892","9,576","9,137","8,538","7,862","7,643","7,536","7,236"
Tennessee,"25,884","25,403","24,989","23,671","22,166","22,502","17,738","16,659","15,626","15,206","14,401","12,824","11,849","11,474","10,388","10,630","7,732","7,639","7,591","7,127","7,307","8,201","7,869","7,897","7,022","6,629","5,835","5,480"
Texas ,"168,105","166,911","162,003","162,070","166,719","163,190","144,510","140,351","132,383","127,766","118,195","92,013","60,467","51,677","50,042","44,022","40,437","38,821","38,534","37,532","36,682","35,259","36,149","31,502","29,892","26,522","24,575","22,439"
Virginia ,"35,564","35,067","34,973","31,662","30,168","29,789","30,276","28,385","27,655","27,415","26,968","22,850","21,199","19,829","17,593","16,477","14,184","13,321","12,930","12,073","10,839","10,093","10,079","9,388","8,920","8,449","8,344","7,659"
West Virginia ,"5,067","4,758","4,544","4,215","3,856","3,532","3,478","3,148","2,749","2,512","2,332","1,805","1,674","1,502","1,565","1,536","1,455","1,449","1,472","1,725","1,579","1,611","1,547","1,565","1,257","1,251","1,237","1,206"

West ,"295,640","288,304","280,358","273,409","272,427","267,471","259,336","249,105","234,485","216,610","200,490","188,106","174,189","163,196","154,384","140,611","124,191","111,626","100,898","88,762","79,312","72,697","65,045","55,156","47,093","44,317","41,851","38,877"
Alaska ,"4,554","4,527","4,398","4,571","4,173","3,949","4,097","4,165","3,716","3,522","3,292","2,703","2,865","2,706","2,622","2,744","2,588","2,528","2,460","2,329","1,967","1,631","1,322","1,024",822,760,712,799
Arizona,"32,515","31,170","29,359","27,710","26,510","25,986","25,311","23,484","22,493","21,341","19,746","17,811","16,477","15,415","14,261","13,251","12,095","10,948","9,434","8,531","7,845","6,889","6,069","5,223","4,372","3,749","3,456","3,229"
California,"166,556","164,487","161,361","159,444","163,001","163,067","160,127","155,790","146,049","135,646","126,091","119,951","109,496","101,808","97,309","87,297","76,171","66,975","59,484","50,158","43,197","39,373","34,640","29,202","24,569","22,632","21,325","19,623"
Colorado ,"20,293","19,671","18,833","17,448","16,833","15,670","14,312","13,461","12,438","11,063","10,717","9,462","8,997","8,392","7,671","6,908","5,765","4,808","3,804","3,386","3,231","3,244","3,042","2,772","2,629","2,668","2,486","2,330"
Hawaii,"5,960","5,828","5,423","5,431","5,053","4,903","4,924","4,978","4,011","3,560","3,333","3,129","2,926","2,700","2,533","2,459","2,300","2,264","2,180","2,111","1,965","1,700","1,461","1,207",985,856,727,554
Idaho,"6,375","5,737","5,746","5,984","5,535","4,842","4,083","3,911","3,832","3,328","2,811","2,606","2,256","2,143","1,961","1,850","1,581","1,435","1,448","1,344","1,253","1,187","1,044",957,817,830,802,774
Montana ,"3,877","3,620","3,323","3,328","3,105","2,951","2,734","2,541","2,230","1,999","1,764","1,541","1,548","1,478","1,425","1,328","1,272","1,207","1,111","1,129",964,903,914,831,739,715,690,563
Nevada,"11,365","10,543","10,478","10,233","10,063","9,494","9,651","9,024","8,325","7,713","6,993","6,412","6,049","5,823","5,322","5,112","4,881","4,434","4,551","3,771","3,488","3,188","2,753","2,116","1,839","1,566","1,350","1,149"
New Mexico ,"6,379","6,223","5,991","5,668","5,342","5,124","4,985","4,688","4,724","4,078","3,712","3,498","3,271","3,119","3,187","3,158","2,825","2,670","2,416","2,313","2,129","1,977","1,718","1,497","1,279","1,556","1,593","1,572"
Oregon ,"13,183","12,715","12,085","11,410","10,580","9,860","8,927","7,999","8,661","7,886","6,936","6,557","6,583","6,732","6,492","6,156","5,991","5,457","4,770","4,376","4,224","3,952","3,900","3,295","3,177","3,179","2,879","2,918"
Utah ,"5,989","5,763","5,562","5,339","5,637","5,322","4,453","4,301","4,002","3,471","3,045","2,888","2,699","2,625","2,496","2,394","1,961","1,853","1,776","1,633","1,504","1,274","1,216","1,140",932,960,911,806
Washington ,"16,614","16,148","16,062","15,159","14,915","14,590","14,161","13,214","12,527","11,608","10,833","10,419","9,959","9,156","7,995","6,928","5,816","6,131","6,603","6,919","6,821","6,658","6,264","5,336","4,399","4,342","4,487","4,160"
Wyoming,"1,980","1,872","1,737","1,684","1,680","1,713","1,571","1,549","1,477","1,395","1,217","1,129","1,063","1,099","1,110","1,026",945,916,861,762,724,721,702,556,534,504,433,400

"Note:  Definitions of terms and notes pertaining to individual jurisdictions can be found in ""Prisoners in 2004"" which can be located at http://www.ojp.usdoj.gov/bjs/abstract/p04.htm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 --Responsibility for sentenced felons was transferred to the Federal Bureau of Prisons.
