Indiana,"23,939","23,007","21,542","20,883","19,811",19260,"19,016","17,730","16,791","16,046","14,916","14,364","13,791","13,576","12,615","12,220","11,271","10,634","9,963","9,767","9,063","8,973","8,295","7,559","6,281","5,270","4,396","4,250"
Iowa,"8,525","8,546","8,398","7,962","7,955",7232,"7,394","6,938","6,342","5,906","5,437","4,898","4,518","4,145","3,967","3,584","3,034","2,851","2,777","2,687","2,836","2,814","2,829","2,670","2,479","2,261","1,961","2,065"
Kansas,"8,966","9,132","8,935","8,577","8,344",8567,"8,183","7,911","7,756","7,054","6,371","5,727","6,028","5,903","5,775","5,616","5,817","5,781","5,345","4,732","4,244","3,705","3,078","2,770","2,494","2,290","2,339","2,246"
Michigan,"48,883","49,358","50,591","48,849","47,718",46617,"45,879","44,771","42,349","41,112","40,631","39,318","39,113","36,423","34,267","31,639","27,612","23,879","20,742","17,755","14,604","14,510","14,913","15,157","15,124","15,002","14,944","13,824"
Minnesota,"8,758","7,865","7,129","6,606","6,238",5955,"5,557","5,306","5,158","4,846","4,575","4,200","3,822","3,472","3,176","3,103","2,799","2,546","2,462","2,343","2,167","2,113","2,081","1,966","2,001","2,094","1,954","1,883"
Missouri,"31,061","30,275","30,080","28,736","27,519",26133,"24,950","23,664","22,003","19,134","17,898","16,178","16,187","15,897","14,943","13,921","12,176","11,357","10,309","9,796","8,770","8,103","7,445","6,489","5,726","5,279","5,637","5,302"
Nebraska,"4,038","3,976","3,972","3,865","3,816",3632,"3,588","3,329","3,223","3,006","2,667","2,467","2,435","2,406","2,286","2,278","2,066","1,963","1,954","1,733","1,567","1,551","1,584","1,477","1,402","1,193","1,242","1,283"
North Dakota,"1,238","1,147","1,025","1,027",994,866,834,715,650,544,501,446,428,441,435,404,414,380,361,375,375,350,276,218,185,136,138,163
Ohio,"44,806","44,778","45,646","45,281","45,833",46842,"48,450","48,016","46,174","44,663","41,908","40,641","38,378","35,744","31,822","30,538","26,462","24,240","22,463","20,864","18,619","18,007","17,317","14,968","13,489","13,360","13,107","12,846"
South Dakota,"3,088","3,016","2,891","2,781","2,613",2498,"2,417","2,242","2,063","1,871","1,708","1,553","1,487","1,374","1,341","1,256","1,020","1,133","1,050","1,037",904,808,755,662,609,539,505,500
Wisconsin ,"21,540","22,065","21,644","21,033","20,336",20052,"17,606","15,698","12,340","10,337","9,521","8,422","7,992","7,775","7,438","6,775","6,325","6,126","5,717","5,395","4,974","4,845","4,714","4,385","3,980","3,677","3,432","3,347"

South ,"576,292","565,380","553,493","539,774","537,086",526727,"498,461","479,278","458,671","446,491","415,664","364,383","314,662","292,682","275,839","252,769","226,747","215,802","206,979","195,296","186,881","180,043","175,654","155,199","142,650","133,226","128,111","123,128"
Alabama,"25,257","27,272","27,532","26,138","24,123",24109,"22,214","21,680","21,108","20,130","19,074","18,169","16,938","16,400","15,365","13,575","12,357","12,602","11,504","10,749","10,246","9,641","8,581","7,199","6,368","5,464","5,529","5,545"
Arkansas,"13,668","13,244","12,999","12,496","11,851",11336,"10,561","9,936","8,992","8,520","8,831","7,984","8,195","7,722","7,274","6,546","5,519","5,441","4,701","4,611","4,482","4,246","3,922","3,328","2,911","2,980","2,578","2,462"
Delaware,"4,087","4,122","3,659","4,033","3,937",3730,"3,211","3,264","3,119","3,014","2,844","2,781","2,705","2,473","2,241","2,284","2,207","2,159","1,956","1,759","1,546","1,579","1,513","1,248","1,087","1,088","1,005",820
Dist.of Col.,--,--,--,--,"5,008",6730,"8,144","9,353","8,668","9,042","10,085","8,908","7,528","7,106","6,798","6,650","6,628","5,614","4,787","4,604","3,718","3,465","3,351","2,932","2,719","2,599","2,530","2,237"
Florida,"85,530","82,003","75,204","72,404","71,318",69594,"67,193","64,574","63,746","63,866","57,153","52,883","48,285","46,531","44,380","39,966","34,681","32,360","32,228","28,482","26,759","25,393","27,139","23,200","20,211","19,407","21,243","19,433"
Georgia,"51,089","47,200","47,424","45,904","44,141",42008,"38,758","35,787","34,328","34,168","32,523","27,079","24,848","23,009","21,671","19,619","18,018","17,724","15,850","15,363","14,596","14,935","14,038","12,377","11,922","11,666","10,833","11,597"
Kentucky,"17,140","16,190","15,572","15,104","14,919",15317,"14,987","14,600","12,910","12,060","11,066","10,440","10,364","9,799","9,023","8,289","7,119","6,437","5,288","4,981","4,820","4,773","4,031","3,993","3,588","3,691","3,390","3,661"
Louisiana,"36,939","36,047","36,032","35,810","35,207",34066,"32,228","29,265","26,779","25,195","24,063","22,468","20,896","20,003","18,599","17,257","16,242","15,375","14,300","13,890","13,659","12,812","10,930","9,415","8,889","7,618","7,291","6,731"
Maryland,"22,696","23,230","23,274","22,842","22,490",22184,"21,540","21,088","20,980","20,450","19,854","19,121","18,808","17,824","16,734","15,378","13,572","12,912","12,559","12,303","12,442","11,979","11,032","8,912","7,731","7,860","7,966","8,148"
Mississippi,"19,469","19,569","21,397","20,476","19,239",17410,"15,855","13,676","13,143","12,251","10,606","9,601","8,718","8,682","8,084","7,700","7,251","6,719","6,561","6,208","5,974","5,481","5,359","4,494","3,793","3,425","2,633","2,584"
North Carolina,"30,683","29,394","28,613","27,628","27,043",26635,"27,244","27,567","27,751","27,914","23,046","21,367","19,965","18,272","17,764","16,628","16,251","16,118","16,373","16,007","15,219","14,257","15,349","14,833","14,456","13,461","12,268","12,830"
Oklahoma,"22,913","22,448","22,702","22,780","23,181",22393,"20,892","20,542","19,593","18,151","16,631","16,409","14,821","13,340","12,285","11,608","10,448","9,639","9,708","8,330","7,872","7,480","6,500","5,281","4,796","4,250","4,186","4,074"
South Carolina,"22,730","22,942","22,837","21,606","21,017",21228,"21,236","20,264","19,758","19,015","18,168","17,896","17,612","17,208","16,208","14,808","12,902","11,862","11,022","9,908","9,315","9,076","8,629","8,010","7,427","7,115","7,130","6,738"
Tennessee,"25,884","25,403","24,989","23,671","22,166",22502,"17,738","16,659","15,626","15,206","14,401","12,824","11,849","11,474","10,388","10,630","7,732","7,639","7,591","7,127","7,307","8,201","7,869","7,897","7,022","6,629","5,835","5,480"
Texas,"157,617","156,534","151,782","153,056","158,008",154865,"144,510","140,351","132,383","127,766","118,195","92,013","60,467","51,677","50,042","44,022","40,437","38,821","38,534","37,532","36,682","35,259","36,149","31,502","29,892","26,522","24,575","22,439"
Virginia,"35,564","35,067","34,973","31,662","29,643",29088,"28,672","27,524","27,062","27,260","26,792","22,635","20,989","19,660","17,418","16,273","13,928","12,931","12,545","11,717","10,665","9,855","9,715","9,013","8,581","8,200","7,882","7,143"
West Virginia,"5,026","4,715","4,504","4,164","3,795",3532,"3,478","3,148","2,725","2,483","2,332","1,805","1,674","1,502","1,565","1,536","1,455","1,449","1,472","1,725","1,579","1,611","1,547","1,565","1,257","1,251","1,237","1,206"

West,"288,347","280,985","273,634","265,351","264,147",259635,"251,836","241,130","226,305","207,661","191,732","180,523","166,432","156,251","148,979","135,525","119,648","107,480","97,149","84,979","76,025","69,725","62,671","52,908","45,054","42,271","39,488","36,024"
Alaska,"2,632","2,629","2,577","2,196","2,128",2325,"2,541","2,571","2,335","2,042","1,934","2,703","1,944","1,840","1,851","1,908","1,862","1,767","1,666","1,530","1,293","1,072",872,713,571,532,490,532
Arizona,"31,106","29,722","28,008","26,463","25,412",23944,"23,955","22,353","21,523","20,291","19,005","17,160","15,850","14,843","13,781","12,726","11,578","10,558","9,038","8,273","7,646","6,743","6,048","5,199","4,360","3,737","3,450","3,229"
California,"164,933","162,678","159,984","157,295","160,412",160517,"157,424","152,739","142,865","131,745","121,570","115,573","105,467","98,515","94,122","84,338","73,780","64,812","57,725","48,326","41,652","38,025","33,583","27,913","23,264","21,260","19,550","17,338"
Colorado,"20,293","19,671","18,833","17,448","16,833",15670,"14,312","13,461","12,438","11,063","10,717","9,462","8,997","8,392","7,671","6,908","5,765","4,808","3,804","3,386","3,231","3,244","3,042","2,770","2,609","2,658","2,474","2,324"
Hawaii,"4,174","4,167","3,840","3,670","3,553",3817,"3,670","3,448","2,954","2,590","2,392","2,330","2,222","1,766","1,708","1,757","1,510","1,532","1,521","1,428","1,330","1,065",903,757,624,539,486,398
Idaho,"6,375","5,737","5,746","5,984","5,535",4842,"4,083","3,911","3,832","3,328","2,811","2,606","2,256","2,143","1,961","1,850","1,581","1,435","1,448","1,344","1,253","1,187","1,044",957,817,830,802,774
Montana,"3,877","3,620","3,323","3,328","3,105",2951,"2,734","2,541","2,230","1,999","1,764","1,541","1,548","1,478","1,425","1,328","1,272","1,207","1,111","1,129",964,901,914,828,738,712,680,559
Nevada,"11,280","10,543","10,478","10,233","10,063",9413,"9,651","9,024","8,325","7,713","6,993","6,246","6,049","5,823","5,322","5,112","4,881","4,434","4,551","3,771","3,488","3,188","2,753","2,116","1,839","1,566","1,350","1,149"
New Mexico,"6,111","5,934","5,631","5,408","4,666",4777,"4,732","4,450","4,506","3,925","3,533","3,373","3,154","3,016","3,067","3,120","2,723","2,586","2,306","2,112","1,908","1,708","1,447","1,345","1,199","1,466","1,505","1,448"
Oregon,"13,167","12,695","12,080","11,368","10,553",9840,"8,600","7,589","7,316","6,515","5,935","5,111","5,236","5,575","6,492","6,156","5,991","5,457","4,770","4,376","4,224","3,952","3,900","3,292","3,172","3,168","2,873","2,907"
Utah,"5,916","5,681","5,475","5,254","5,541",5271,"4,402","4,280","3,976","3,447","3,028","2,871","2,687","2,605","2,474","2,368","1,944","1,837","1,745","1,623","1,491","1,261","1,199","1,126",928,957,908,806
Washington,"16,503","16,036","15,922","15,020","14,666",14558,"14,161","13,214","12,527","11,608","10,833","10,419","9,959","9,156","7,995","6,928","5,816","6,131","6,603","6,919","6,821","6,658","6,264","5,336","4,399","4,342","4,487","4,160"
Wyoming,"1,980","1,872","1,737","1,684","1,680",1710,"1,571","1,549","1,478","1,395","1,217","1,128","1,063","1,099","1,110","1,026",945,916,861,762,724,721,702,556,534,504,433,400

"Note:  Definitions of terms and notes pertaining to individual jurisdictions can be found in ""Prisoners in 2004"" which can be located at http://www.ojp.usdoj.gov/bjs/abstract/p04.htm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Sentenced prisoners includes only inmates with a sentence of more than 1 year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**U.S. total for 1996 is updated from previous sources. 
 --  Responsibility for sentenced felons was transferred to the Federal Bureau of Prisons.
