"Contra Costa","Richmond Police",45,,26,,,43,,6,,,100,,98,,1,,0,,1,,0,
"El Dorado","El Dorado County Sheriff",63,,44,,,63,,0,,,100,,100,,0,,0,,0,,0,
"Fresno","Fresno County Sheriff",51,,16,,,48,,5,,,100,,94,,0,,0,,0,,6,
"Fresno","Fresno Police",124,,29,,,108,,15,,,100,,97,,0,,3,,0,,0,
"Kern ","Kern County Sheriff",11,,2,,,11,,0,,,100,,100,,0,,0,,0,,0,
"Kern","Bakersfield Police",63,,26,,,59,,8,,,100,,86,,14,,0,,0,,0,
"Los Angeles","Los Angeles County Sheriff",971,,13,,,776,,25,,,100,,91,,1,,6,,1,,1,
"Los Angeles","Beverly Hills Police",37,,29,,,31,,18,,,100,,65,,31,,5,,0,,0,
"Los Angeles","Burbank Police",38,,27,,,34,,14,,,100,,82,,12,,0,,0,,6,
"Los Angeles","Compton Police",32,,28,,,22,,48,,,100,,95,,0,,0,,0,,5,
"Los Angeles","Culver City Police",34,,29,,,20,,70,,,100,,80,,20,,0,,0,,0,
"Los Angeles","Downey Police",33,,27,,,33,,0,,,100,,88,,12,,0,,0,,0,
"Los Angeles","El Monte Police",30,,25,,,24,,23,,,100,,94,,6,,0,,0,,0,
"Los Angeles","Glendale Police",40,,19,,,37,,10,,,100,,58,,34,,0,,8,,0,
"Los Angeles","Inglewood Police",39,,20,,,24,,66,,,100,,81,,11,,0,,9,,0,
"Los Angeles","Long Beach Police",193,,26,,,133,,45,,,100,,75,,17,,2,,3,,4,
"Los Angeles","Los Angeles Police",1477,,19,,,931,,59,,,100,,82,,9,,9,,0,,0,
"Los Angeles","Los Angeles Airport Police",79,,37,,,78,,1,,,100,,38,,0,,62,,0,,0,
"Los Angeles","Los Angeles School Police",99,,35,,,92,,8,,,100,,27,,0,,73,,0,,0,
"Los Angeles","Pasadena Police",16,,7,,,13,,19,,,100,,50,,12,,38,,0,,0,
"Los Angeles","Pomona Police",51,,29,,,51,,0,,,100,,82,,14,,0,,2,,2,
"Los Angeles","Santa Monica Police",38,,21,,,31,,25,,,100,,85,,8,,0,,7,,0,
"Los Angeles","Torrance Police","      ---",,"      ---",,,"        ---",,"          ---",,,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",
"Los Angeles","West Covina Police",31,,28,,,29,,9,,,100,,100,,0,,0,,0,,0,
"Marin","Marin County Sheriff",28,,16,,,27,,6,,,100,,94,,0,,4,,0,,2,
"Monterey","Monterey County Sheriff","      ---",,"      ---",,,"        ---",,"          ---",,,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",
"Monterey","Salinas Police",40,,32,,,40,,0,,,100,,96,,4,,0,,0,,0,
,,,,,,,,,,,,,,,,,,,,"  Operations   121",,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 11a. - continued",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Average* patrol allocation during 24-hour period for shifts of 7 hours or longer",,,,,,,,,,,,,,,,,
,,,,,,,,,"    Percent of",,,,,,,,,,,,,,
,,,,,,,"    Number",,"    units with ",,,,,"    Percent of patrol units assigned to:",,,,,,,,,
,,"   Officers on patrol",,,,,"    of patrol",,"    more than",,,,,,,"     Motor-",,,,,,,
"County","Name of agency","  Number",,"   Percent",,,"    units",,"    one officer",,,"Total",,"Auto",,"     cycle",,"      Foot",,"       Bike",,"      Other",
,,,,,,,,,,,,,,,,,,,,,,,
"CALIFORNIA (cont.)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Orange","Orange County Sheriff-Coroner",181,,15,"%",,169,,7,"%",,100,"%",93,"%",1,"%",0,"%",1,"%",5,"%"
"Orange","Anaheim Police",30,,8,,,30,,0,,,100,,78,,22,,0,,0,,0,
"Orange","Brea Police",37,,35,,,35,,6,,,100,,64,,24,,0,,6,,6,
"Orange","Costa Mesa Police",37,,26,,,36,,3,,,100,,73,,24,,0,,3,,0,
"Orange","Fullerton Police",37,,26,,,32,,14,,,100,,92,,8,,0,,0,,0,
"Orange","Garden Grove Police",52,,32,,,50,,5,,,100,,81,,19,,0,,0,,0,
"Orange","Huntington Beach Police",89,,39,,,87,,3,,,100,,73,,14,,2,,0,,10,
"Orange","Irvine Police",35,,27,,,35,,0,,,100,,96,,4,,0,,0,,0,
"Orange","Newport Beach Police",16,,11,,,16,,0,,,100,,53,,34,,0,,13,,0,
"Orange","Orange Police",39,,28,,,39,,0,,,100,,79,,15,,0,,5,,0,
"Orange","Santa Ana Police",141,,37,,,141,,0,,,100,,63,,9,,28,,0,,0,
"Riverside","Riverside County Sheriff",140,,9,,,140,,0,,,100,,94,,4,,0,,1,,1,
"Riverside","Corona Police",37,,32,,,37,,1,,,100,,99,,0,,0,,1,,0,
"Riverside","Riverside Police",39,,13,,,37,,5,,,100,,81,,14,,0,,5,,0,
"Sacramento","Sacramento County Sheriff",117,,11,,,102,,15,,,100,,95,,0,,0,,0,,5,
"Sacramento","Sacramento Police",208,,36,,,194,,7,,,100,,93,,5,,0,,2,,0,
"San Bernardino","San Bernardino County Sheriff",200,,17,,,200,,0,,,100,,96,,3,,0,,0,,2,
"San Bernardino","Fontana Police",35,,31,,,35,,0,,,100,,96,,4,,0,,0,,0,
"San Bernardino","Ontario Police",47,,26,,,43,,9,,,100,,91,,7,,0,,2,,0,
"San Bernardino","Rialto Police",29,,27,,,27,,6,,,100,,89,,6,,0,,6,,0,
"San Bernardino","San Bernardino Police",71,,28,,,71,,0,,,100,,91,,6,,0,,3,,0,
"San Diego","San Diego County Sheriff",214,,13,,,212,,1,,,100,,95,,3,,0,,0,,2,
"San Diego","Chula Vista Police",35,,22,,,35,,0,,,100,,94,,6,,0,,0,,0,
"San Diego","El Cajon Police",10,,8,,,10,,5,,,100,,84,,11,,0,,5,,0,
"San Diego","Escondido Police",49,,35,,,48,,2,,,100,,88,,10,,0,,2,,0,
"San Diego","Oceanside Police",38,,24,,,37,,4,,,100,,85,,10,,0,,5,,0,
"San Diego","San Diego Police",276,,15,,,222,,24,,,100,,89,,8,,1,,1,,1,
"San Diego","San Diego Harbor Police",12,,10,,,9,,33,,,100,,67,,0,,0,,0,,33,
"San Francisco","San Francisco Police","      ---",,"      ---",,,"        ---",,"          ---",,,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",
"San Francisco","Bay Area Rapid Transit Police",18,,11,,,14,,31,,,100,,74,,0,,22,,0,,4,
"San Francisco","San Francisco Airport Police",13,,9,,,13,,0,,,100,,38,,8,,54,,0,,0,
"San Joaquin","San Joaquin County Sheriff",38,,10,,,25,,54,,,100,,82,,4,,0,,0,,14,
"San Joaquin","Stockton Police",27,,8,,,18,,47,,,100,,61,,17,,11,,11,,0,
"San Luis Obispo","San Luis Obispo County Sheriff",12,,10,,,6,,100,,,100,,100,,0,,0,,0,,0,
"San Mateo","San Mateo County Sheriff",38,,10,,,37,,1,,,100,,97,,0,,0,,0,,3,
"San Mateo","Daly City Police",33,,30,,,32,,3,,,100,,97,,3,,0,,0,,0,
"Santa Barbara","Santa Barbara County Sheriff",64,,18,,,56,,13,,,100,,87,,0,,6,,7,,0,
"Santa Barbara","Santa Barbara Police",44,,32,,,43,,4,,,100,,80,,9,,0,,11,,0,
"Santa Clara","Santa Clara County Sheriff",67,,17,,,66,,2,,,100,,100,,0,,0,,0,,0,
"Santa Clara","San Jose Police",309,,25,,,309,,0,,,100,,92,,6,,0,,0,,2,
"Santa Clara","Santa Clara Police",37,,25,,,37,,0,,,100,,88,,12,,0,,0,,0,
"Santa Clara ","Sunnyvale Police",16,,13,,,16,,0,,,100,,87,,13,,0,,0,,0,
"Santa Cruz","Santa Cruz County Sheriff",26,,20,,,26,,0,,,100,,100,,0,,0,,0,,0,
"Solano","Vallejo Police",35,,28,,,35,,0,,,100,,90,,10,,0,,0,,0,
"Sonoma","Sonoma County Sheriff-Coroner","      ---",,"      ---",,,"        ---",,"          ---",,,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",
"Sonoma","Santa Rosa Police",35,,25,,,34,,4,,,100,,81,,16,,1,,1,,0,
"Stanislaus","Stanislaus County Sheriff",11,,8,,,11,,0,,,100,,100,,0,,0,,0,,0,
"Stanislaus","Modesto Police",66,,34,,,66,,0,,,100,,91,,9,,0,,0,,0,
"Tulare","Tulare County Sheriff",30,,10,,,30,,0,,,100,,100,,0,,0,,0,,0,
"Ventura","Ventura County Sheriff",116,,20,,,112,,3,,,100,,97,,2,,0,,1,,0,
"Ventura","Oxnard Police",60,,41,,,53,,13,,,100,,96,,4,,0,,0,,0,
"Ventura","Simi Valley Police",30,,26,,,30,,0,,,100,,88,,12,,0,,0,,0,
"Ventura","Ventura Police",30,,25,,,30,,0,,,100,,92,,7,,2,,0,,0,
,,,,,,,,,,,,,,,,,,,,,,,
"COLORADO",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Adams","Adams County Sheriff",20,,9,,,20,,0,,,100,,100,,0,,0,,0,,0,
"Adams","Westminster Police",47,,41,,,47,,0,,,100,,87,,4,,4,,4,,0,
"Arapahoe","Arapahoe County Sheriff",33,,11,,,33,,0,,,100,,100,,0,,0,,0,,0,
"Arapahoe","Aurora Police",80,,20,,,77,,4,,,100,,94,,2,,4,,0,,0,
"Boulder","Boulder Police",42,,32,,,42,,0,,,100,,86,,0,,10,,5,,0,
"Denver","Denver Police",394,,28,,,306,,29,,,100,,94,,4,,0,,1,,2,
"El Paso","El Paso County Sheriff",19,,6,,,19,,0,,,100,,100,,0,,0,,0,,0,
"El Paso","Colorado Springs Police",145,,30,,,142,,2,,,100,,94,,4,,0,,1,,1,
"Jefferson","Jefferson County Sheriff",50,,13,,,49,,3,,,100,,97,,0,,0,,0,,3,
"Jefferson","Arvada Police",35,,29,,,35,,0,,,100,,91,,9,,0,,0,,0,
"Jefferson","Lakewood Police",64,,29,,,64,,0,,,100,,93,,3,,0,,0,,4,
"Larimer","Larimer County Sheriff",18,,12,,,18,,0,,,100,,100,,0,,0,,0,,0,
"Larimer","Fort Collins Police",22,,20,,,22,,0,,,100,,100,,0,,0,,0,,0,
"Pueblo","Pueblo Police",63,,36,,,62,,2,,,100,,98,,0,,0,,2,,0,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"122   Law Enforcement Management and Administrative Statistics, 1993",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 11a. - continued",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Average* patrol allocation during 24-hour period for shifts of 7 hours or longer",,,,,,,,,,,,,,,,,
,,,,,,,,,"    Percent of",,,,,,,,,,,,,,
,,,,,,,"    Number",,"    units with ",,,,,"    Percent of patrol units assigned to:",,,,,,,,,
,,"   Officers on patrol",,,,,"    of patrol",,"    more than",,,,,,,"     Motor-",,,,,,,
"County","Name of agency","  Number",,"   Percent",,,"    units",,"    one officer",,,"Total",,"Auto",,"     cycle",,"      Foot",,"       Bike",,"      Other",
,,,,,,,,,,,,,,,,,,,,,,,
"CONNECTICUT",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Fairfield","Bridgeport Police",93,,23,"%",,85,,9,"%",,100,"%",98,"%",2,"%",0,"%",0,"%",0,"%"
"Fairfield","Danbury Police",38,,30,,,37,,5,,,100,,75,,0,,8,,1,,15,
"Fairfield","Greenwich Police",18,,11,,,18,,0,,,100,,74,,9,,11,,0,,6,
"Fairfield","Norwalk Police",37,,22,,,37,,0,,,100,,99,,0,,0,,0,,1,
"Fairfield","Stamford Police",76,,26,,,62,,23,,,100,,87,,0,,13,,0,,0,
"Hartford","Bristol Police",14,,14,,,14,,0,,,100,,100,,0,,0,,0,,0,
"Hartford","East Hartford Police",31,,27,,,31,,0,,,100,,97,,2,,0,,2,,0,
"Hartford","Hartford Police",113,,32,,,104,,9,,,100,,82,,1,,15,,0,,2,
"Hartford ","New Britain Police",8,,5,,,8,,0,,,100,,94,,0,,6,,0,,0,
"Hartford","West Hartford Police",17,,13,,,17,,0,,,100,,79,,0,,6,,15,,0,
"New Haven","Meriden Police",36,,35,,,36,,0,,,100,,96,,0,,4,,0,,0,
"New Haven","Milford Police",12,,11,,,12,,0,,,100,,83,,0,,8,,0,,8,
"New Haven","Waterbury Police",78,,27,,,70,,12,,,100,,65,,2,,32,,0,,0,
"New Haven","West Haven Police",14,,12,,,14,,0,,,100,,67,,4,,30,,0,,0,
,,,,,,,,,,,,,,,,,,,,,,,
"DELAWARE",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"New Castle","New Castle County Police",108,,40,,,99,,9,,,100,,86,,2,,4,,2,,6,
"New Castle","Wilmington Police",66,,24,,,60,,10,,,100,,81,,8,,3,,8,,0,
,,,,,,,,,,,,,,,,,,,,,,,
"DISTRICT OF COLUMBIA",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Washington, D.C.","Washington Metropolitan Police",538,,13,,,442,,22,,,100,,52,,2,,37,,2,,7,
"Washington, D.C.","Metro Transit Police",76,,27,,,76,,0,,,100,,42,,1,,50,,7,,0,
"Washington, D.C.","Metropolitan Airports Authority",64,,43,,,64,,0,,,100,,50,,2,,49,,0,,0,
,,,,,,,,,,,,,,,,,,,,,,,
"FLORIDA",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Alachua","Alachua County Sheriff",36,,20,,,36,,0,,,100,,100,,0,,0,,0,,0,
"Alachua","Gainesville Police",48,,23,,,48,,0,,,100,,100,,0,,0,,0,,0,
"Bay","Bay County Sheriff",30,,25,,,30,,0,,,100,,93,,7,,0,,0,,0,
"Brevard","Brevard County Sheriff",109,,25,,,103,,5,,,100,,92,,5,,0,,2,,1,
"Brevard","Melbourne Police",44,,32,,,41,,7,,,100,,85,,7,,2,,2,,2,
"Broward","Broward County Sheriff",321,,16,,,321,,0,,,100,,92,,3,,2,,2,,2,
"Broward","Coral Springs Police",37,,27,,,37,,2,,,100,,81,,8,,0,,0,,11,
"Broward","Davie Police",35,,34,,,35,,0,,,100,,94,,4,,0,,1,,0,
"Broward","Fort Lauderdale Police",180,,39,,,165,,9,,,100,,77,,3,,0,,3,,17,
"Broward","Hollywood Police",47,,13,,,46,,2,,,100,,74,,5,,4,,9,,8,
"Broward","Pembroke Pines Police",39,,28,,,39,,0,,,100,,92,,5,,0,,0,,3,
"Broward","Plantation Police",45,,30,,,45,,0,,,100,,80,,10,,3,,7,,0,
"Broward","Pompano Beach Police",49,,20,,,48,,3,,,100,,77,,11,,0,,0,,13,
"Broward","Sunrise Police",18,,13,,,18,,0,,,100,,77,,23,,0,,0,,0,
"Charlotte","Charlotte County Sheriff",19,,9,,,19,,0,,,100,,95,,0,,0,,0,,5,
"Citrus","Citrus County Sheriff",12,,7,,,12,,0,,,100,,83,,0,,0,,0,,17,
"Clay","Clay County Sheriff",35,,23,,,35,,1,,,100,,93,,6,,0,,0,,1,
"Collier","Collier County Sheriff",66,,13,,,66,,0,,,100,,95,,0,,0,,0,,5,
"Dade","Metro-Dade Police",473,,18,,,420,,13,,,100,,87,,3,,7,,0,,2,
"Dade","Coral Gables Police",49,,36,,,47,,5,,,100,,90,,4,,2,,0,,3,
"Dade","Hialeah Police",75,,25,,,75,,0,,,100,,99,,0,,0,,0,,1,
"Dade","Miami Police",238,,22,,,201,,19,,,100,,78,,5,,15,,1,,2,
"Dade","Miami Beach Police","      ---",,"      ---",,,"        ---",,"          ---",,,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",
"Duval ","Jacksonville Sheriff",492,,40,,,492,,0,,,100,,94,,2,,3,,0,,1,
"Escambia","Escambia County Sheriff",69,,23,,,69,,0,,,100,,93,,7,,0,,0,,0,
"Escambia","Pensacola Police",44,,30,,,44,,0,,,100,,94,,6,,0,,0,,0,
"Hernando","Hernando County Sheriff",44,,33,,,44,,0,,,100,,98,,0,,0,,0,,2,
"Hillsborough","Hillsborough County Sheriff",174,,11,,,174,,0,,,100,,93,,4,,0,,1,,1,
"Hillsborough","Tampa Police",209,,27,,,200,,5,,,100,,97,,1,,2,,1,,0,
"Indian River","Indian River County Sheriff",37,,16,,,37,,0,,,100,,100,,0,,0,,0,,0,
"Lake","Lake County Sheriff",21,,17,,,21,,0,,,100,,88,,0,,0,,0,,12,
"Lee","Lee County Sheriff",74,,15,,,72,,2,,,100,,94,,3,,0,,0,,3,
"Lee","Cape Coral Police",36,,31,,,36,,0,,,100,,92,,8,,0,,0,,0,
"Lee","Fort Myers Police",34,,25,,,30,,15,,,100,,88,,0,,0,,12,,0,
"Leon","Leon County Sheriff",19,,5,,,19,,0,,,100,,84,,16,,0,,0,,0,
"Leon","Tallahassee Police",82,,26,,,77,,6,,,100,,90,,1,,2,,6,,0,
"Manatee","Manatee County Sheriff",63,,13,,,63,,0,,,100,,98,,0,,0,,0,,2,
"Marion","Marion County Sheriff",19,,6,,,19,,0,,,100,,84,,11,,0,,0,,5,
"Marion","Ocala Police",20,,17,,,20,,0,,,100,,78,,13,,0,,10,,0,
"Martin","Martin County Sheriff",15,,5,,,15,,0,,,100,,80,,3,,0,,0,,17,
"Monroe","Monroe County Sheriff",41,,14,,,41,,0,,,100,,70,,14,,0,,16,,0,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"  Operations   123",,,
,,,,,,,,,,,,,,,,,,,,,,,
"Table 11a. - continued",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Average* patrol allocation during 24-hour period for shifts of 7 hours or longer",,,,,,,,,,,,,,,,,
,,,,,,,,,"    Percent of",,,,,,,,,,,,,,
,,,,,,,"    Number",,"    units with ",,,,,"    Percent of patrol units assigned to:",,,,,,,,,
,,"   Officers on patrol",,,,,"    of patrol",,"    more than",,,,,,,"     Motor-",,,,,,,
"County","Name of agency","  Number",,"   Percent",,,"    units",,"    one officer",,,"Total",,"Auto",,"     cycle",,"      Foot",,"       Bike",,"      Other",
,,,,,,,,,,,,,,,,,,,,,,,
"FLORIDA (cont.)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Okaloosa","Okaloosa County Sheriff",54,,44,"%",,54,,0,"%",,100,"%",100,"%",0,"%",0,"%",0,"%",0,"%"
"Orange","Orange County Sheriff",171,,19,,,170,,1,,,100,,88,,5,,0,,1,,5,
"Orange","Orlando Police",74,,13,,,72,,4,,,100,,66,,10,,0,,15,,8,
"Osceola","Osceola County Sheriff",50,,25,,,50,,0,,,100,,94,,4,,0,,0,,2,
"Palm Beach","Palm Beach County Sheriff",227,,14,,,226,,0,,,100,,93,,2,,2,,1,,2,
"Palm Beach","Boca Raton Police",32,,25,,,32,,0,,,100,,90,,3,,0,,3,,3,
"Palm Beach","Boynton Beach Police",38,,30,,,31,,23,,,100,,74,,7,,13,,7,,0,
"Palm Beach","Delray Beach Police",44,,33,,,44,,0,,,100,,76,,5,,0,,20,,0,
"Palm Beach","West Palm Beach Police",52,,23,,,52,,0,,,100,,89,,6,,2,,2,,1,
"Pasco","Pasco County Sheriff",53,,11,,,53,,0,,,100,,97,,0,,0,,0,,3,
"Pinellas","Pinellas County Sheriff",139,,11,,,134,,4,,,100,,96,,0,,0,,0,,4,
"Pinellas","Clearwater Police",83,,36,,,83,,0,,,100,,100,,0,,0,,0,,0,
"Pinellas","Largo Police",50,,44,,,50,,0,,,100,,94,,4,,0,,2,,0,
"Pinellas","St. Petersburg Police",107,,21,,,107,,0,,,100,,99,,0,,0,,0,,1,
"Polk","Polk County Sheriff","      ---",,"      ---",,,"        ---",,"          ---",,,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",
"Polk","Lakeland Police",29,,13,,,29,,0,,,100,,65,,19,,0,,16,,0,
"St. John","St. John County Sheriff",15,,6,,,15,,0,,,100,,90,,10,,0,,0,,0,
"St. Lucie","St. Lucie County Sheriff",18,,5,,,18,,0,,,100,,89,,3,,0,,0,,8,
"St. Lucie","Fort Pierce Police",23,,21,,,23,,0,,,100,,84,,9,,0,,4,,2,
"Sarasota","Sarasota County Sheriff",74,,24,,,74,,0,,,100,,98,,0,,0,,0,,2,
"Sarasota","Sarasota Police",36,,19,,,28,,27,,,100,,84,,11,,4,,0,,2,
"Seminole","Seminole County Sheriff",31,,8,,,31,,0,,,100,,77,,6,,0,,10,,6,
"Volusia","Volusia County Sheriff",61,,21,,,61,,0,,,100,,84,,11,,0,,0,,5,
"Volusia","Daytona Beach Police",60,,27,,,56,,7,,,100,,78,,13,,5,,4,,0,
,,,,,,,,,,,,,,,,,,,,,,,
"GEORGIA",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Bibb","Bibb County Sheriff",35,,18,,,31,,13,,,100,,100,,0,,0,,0,,0,
"Bibb","Macon Police",87,,30,,,85,,2,,,100,,90,,6,,2,,2,,0,
"Chatham","Chatham County Police",52,,41,,,51,,2,,,100,,97,,1,,0,,0,,2,
"Chatham","Savannah Police",100,,27,,,100,,0,,,100,,90,,3,,0,,5,,2,
"Clarke","Athens-Clarke County Police",75,,42,,,75,,0,,,100,,91,,0,,5,,4,,0,
"Clayton","Clayton County Police",75,,39,,,73,,3,,,100,,97,,3,,0,,0,,0,
"Cobb","Cobb County Police",121,,29,,,116,,4,,,100,,84,,15,,0,,0,,1,
"Cobb","Cobb County Sheriff","      ---",,"      ---",,,"        ---",,"          ---",,,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",,"      ---",
"Cobb","Marietta Police",15,,12,,,13,,12,,,100,,92,,0,,8,,0,,0,
"De Kalb","De Kalb County Police",161,,24,,,157,,3,,,100,,96,,3,,0,,1,,1,
"Dougherty","Albany Police",17,,9,,,17,,0,,,100,,76,,0,,6,,0,,18,
"Fulton","Fulton County Police",63,,28,,,63,,0,,,100,,95,,5,,0,,0,,0,
"Fulton","Atlanta Police",543,,34,,,532,,2,,,100,,71,,5,,15,,0,,9,
"Gwinnett","Gwinnett County Police",114,,37,,,114,,0,,,100,,95,,2,,0,,0,,3,
"Muscogee","Columbus Police",117,,31,,,117,,0,,,100,,92,,5,,3,,0,,0,
"Richmond","Richmond County Sheriff",89,,27,,,65,,37,,,100,,100,,0,,0,,0,,0,
